Autor,Název práce,Studijní program,Typ práce,Rok,Obhájeno,Vedoucí,Oponent
Kateřina Barker,Hmotný a nehmotný majetek z účetního a daňového hlediska,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jaroslav Veselka,Ing. Dana Kubíčková
Martina Bartošová,Obsah  současné prestižní spotřeby v ČR,Marketingová komunikace,Bc.,2012,1,prof. Ing. František Zich,PhDr. Iva Petrová
Kateřina Baudyšová,Srovnání rakouských ústav z roku 1849 a 1861,Veřejná správa,Bc.,2012,1,JUDr. Petr Čechák,doc. JUDr. Pavel Mates
Miroslav Bauer,Controlling v malé obchodní firmě,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Petr Petera,Ing. Josef Šiman
Lenka Bečková,Finanční analýza,Řízení podniku a podnikové finance,Bc.,2012,0,Ing. Helena Kopalová,Ing. Dana Kubíčková
Nora Belaidová,Úspěšná verbální a neverbální komunikace s klíčovým zákazníkem České pojišťovny,Marketingová komunikace,Bc.,2012,1,Ing. Naděžda Petrů,Ing. Miloslav Šašek
Pavel Berger,Využití sociálních sítí ve firemní marketingové komunikaci,Marketingová komunikace,Bc.,2012,1,PhDr. Adolf Vodrážka,PhDr. Karel Eliáš
Jana Bezačínská,PR – součást komunikační kampaně při zaváděcí kampani produktu na trh,Marketingová komunikace,Bc.,2012,1,Mgr. Miloslava Kykalová,Ing. Pavel Klička
Mgr. Ivana Blažková,Návrh systému vzdělávání v konkrétní firmě,Řízení podniku a podnikové finance,Bc.,2012,1,Mgr. Jiří Budil,doc. Ing. Otakar Němec
Michal Bock,Vývoj akciového trhu v porovnání s vývojem finanční výkonnosti firem,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Mgr. Jaromír Tichý,Ing. Josef Budík
Veronika Bőhmová,Význam strategického plánování pro rozvoj obcí  měst a regionů,Veřejná správa,Bc.,2012,1,Ing. Zuzana Khendriche Trhlínová,PhDr. Miroslav Barták
Hana Boldišová,Účelového vyvolávání strachu jako nástroj politického marketingu,Marketingová komunikace,Bc.,2012,1,PhDr. Marek Matějka,prof. MgA. Jiří Svoboda
Aleš Borovka,Úspěšná verbální a neverbální komunikace s klíčovými zákazníky společnosti GEFCO,Marketingová komunikace,Bc.,2012,1,Ing. Naděžda Petrů,PhDr. Jiří Němec
Barbora Botheová,Genderové role muže a ženy v reklamě,Marketingová komunikace,Bc.,2012,1,Mgr. Michal Tomčík,Ing. Kateřina Tomšíková
Petr Boušek,Postavení a obraz současné rodiny v televizní reklamě,Marketingová komunikace,Bc.,2012,1,prof. PhDr. Dušan Pavlů,PhDr. Slavomír Paravičiny
Martin Božek,Státní symboly České republiky,Veřejná správa,Bc.,2012,1,JUDr. Miloslav Šiler,JUDr. Petr Čechák
Petr Branda,Podnikatelský plán založení nového podniku,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Karel Hušner,Ing. Jana Kotěšovcová
Ivana Brodská,Zákaz diskriminace v zaměstnání a rovný přístup k zaměstnancům,Veřejná správa,Bc.,2012,1,JUDr. Eva Dandová,Ing. Jitka Pěkná
Petra Brochner,Regionální reforma veřejné správy v Dánsku,Veřejná správa,Bc.,2012,1,PaedDr. Václav Netolický,doc. PhDr. Ludomír Kocourek
Pavel Broum,Prostředky marketingové komunikace pro seniory,Marketingová komunikace,Bc.,2012,1,Mgr. Michal Tomčík,Ing. Kateřina Tomšíková
Filip Brückner,Japonský způsob řízení podniku - metody Genchi Genbutsu a Kaizen,Marketingová komunikace,Bc.,2012,1,doc. Ing. Karel Havlíček,Ing. Mgr. Jaromír Tichý
Petr Brůha  DiS.,Průzkum trhu pro realizaci podnikatelského záměru,Marketingová komunikace,Bc.,2012,1,Ing. Tereza Dvořáková,PhDr. Iva Petrová
Ivana Břicháčková,Rozpočet Evropské unie: současný stav a jeho perspektivy,Veřejná správa,Bc.,2012,1,Ing. Michal Částek,Ing. Miroslav Červenka
Andrea Bubeníková,Daň z příjmů právnických osob ve vazbě na účetnictví,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jaroslav Veselka,Ing. Ivana Turková
Kateřina Bukvajová,Insolvenční řízení - řešení formou konkursu,Řízení podniku a podnikové finance,Bc.,2012,1,JUDr. Luděk Lisse,Mgr. et Bc. Patrik Frk
Ivana Bulířová,Provozování živnosti zahraničních fyzických osob v České republice se zaměřením na ukrajinskou komunitu,Veřejná správa,Bc.,2012,1,JUDr. Miloslav Šiler,JUDr. František Laštovka
Martin Burda,Řízení pohledávek,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Petr Vaškovic,doc. RNDr. Jiří Souček
Lucie Burdová,Podnikatelský plán založení nového podniku,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Mgr. Jaromír Tichý,Ing. Josef Budík
Andrea Burešová,Komunikační strategie úřadu práce,Marketingová komunikace,Bc.,2012,1,PhDr. Ladislava Knihová,Ing. Miloslav Vaňák
Vlastislav Burian,Management znalostí ve firemním prostředí,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Mgr. Jaromír Tichý,Ing. Jana Pastorková
Petra Buriánková,Role České národní banky na finančním trhu,Bankovnictví,Bc.,2012,1,doc. JUDr. Ing. Otakar Schlossberger,Ing. Petra Korbasová
Tomáš Bursík,Ekonomické hodnocení investičního projektu (investice do dlouhodobého majetku),Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Petr Petera,Ing. Josef Chvosta
Petra Cagašová,Ústavní péče pro mentálně handicapované občany a územní samospráva Ústeckého kraje,Veřejná správa,Bc.,2012,1,PaedDr. Václav Netolický,Mgr. Jarmila Reichel
Martin Cakl,Dopady globální ekonomiky a působení konkurence na obchodní firmy v České republice,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Eva Matoušková,PaedDr. Ing. Otto Hain
Veronika Candrová,Nezaměstnanost na Českokrumlovsku,Veřejná správa,Bc.,2012,1,JUDr. Eva Dandová,JUDr. Jana Šmejcová
Zdeněk Cecava,Plánování kapacit a evidence projektů/úkolů  včetně docházky  v MS Excel,Aplikovaná informatika,Bc.,2012,1,RNDr. Jan Lánský,Mgr. Anna Nováková
Ivana Courtonová,Analýza vztahů se zákazníky ve firmě Viva Natura,Marketingová komunikace,Bc.,2012,1,Ing. Tereza Dvořáková,Ing. Miloslav Šašek
Michaela Nováková,Vývoj reklamy firmy Baťa,Marketingová komunikace,Bc.,2012,1,PhDr. Marek Matějka,PhDr. Adolf Vodrážka
Ivona Cunderová,Vybavenost současných českých domácností předměty dlouhodobé spotřeby,Marketingová komunikace,Bc.,2012,1,prof. Ing. František Zich,Mgr. Michal Tomčík
Anna Cuzi,Etika v marketingové komunikaci,Marketingová komunikace,Bc.,2012,1,PhDr. Marek Matějka,prof. Ing. František Zich
Jan Čadil,Spotřební chování vybrané skupiny mládeže,Marketingová komunikace,Bc.,2012,1,PhDr. Miloslav Kafka,Mgr. Zdeněk Sloboda
Tomáš Čajka,Silné a slabé stránky uplatňování marketingové strategie v podnicích,Marketingová komunikace,Bc.,2012,1,doc. Ing. Anna Klosová,Ing. Vilém Kunz
Zlata Čáková,Motivační program podniku,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Robin Čejka,Ing. Mgr. Jaromír Tichý
Filip Čálek,Algoritmy vyhledávání v textu,Aplikovaná informatika,Bc.,2012,1,RNDr. Jan Lánský,doc. RNDr. Ondřej Čepek
Jana Čapková,Nízkoprahové centrum a jeho postavení ve strategii sociální politiky ve městě Litvínov,Veřejná správa,Bc.,2012,1,Ing. Josef Švec,PaedDr. Václav Netolický
Petr Čapoun,Uplatnění projektového managementu v podniku (možnosti  problémy  formy),Řízení podniku a podnikové finance,Bc.,2012,1,doc. Ing. Endre Tóth,JUDr. Ing. Miroslav Okrouhlý
Martina Částková,Finanční analýza podniku jako podklad pro hodnocení finanční situace podniku,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jana Kotěšovcová,Ing. Jana Singerová
Renáta Čechová,Pracovní poměr – jeho vznik a změny z pohledu práva a praxe,Řízení podniku a podnikové finance,Bc.,2012,1,JUDr. Eva Dandová,doc. JUDr. Jarmila Pavlátová
Tomáš Čeleda,Management podniku,Řízení podniku a podnikové finance,Bc.,2012,0,doc. Ing. Jitka Srpová,Ing. Vladimír Vojík
Miroslav Čermák,Postavení a úloha České advokátní komory,Veřejná správa,Bc.,2012,1,JUDr. František Laštovka,doc. JUDr. Pavel Mates
Aneta Čermáková,Společenská odpovědnost bank v ČR,Marketingová komunikace,Bc.,2012,1,Ing. Vilém Kunz,Ing. Lenka Sedláčková
Irena Čermáková,Monitorovací indikátory růstu kvality života v konkrétním regionu (případová studie),Veřejná správa,Bc.,2012,1,Ing. Pavla Varvažovská,Ing. Zuzana Khendriche Trhlínová
Kateřina Černá,Československá kinematografie v období totalitního režimu,Marketingová komunikace,Bc.,2012,1,PhDr. Marek Matějka,PhDr. Slavomír Paravičiny
Jiří Černý  DiS.,Webová administrace hostingu,Aplikovaná informatika,Bc.,2012,1,Mgr. David Kolovratník,RNDr. Martin Pergel
Petra Červeňáková,Systém vzdělávání zaměstnanců podniku a jeho implementace,Řízení podniku a podnikové finance,Bc.,2012,1,PaedDr. Ing. Otto Hain,doc. Ing. Otakar Němec
Jan Červenka,Hodnocení míry závislosti ceny akcií firmy na americkém akciovém trhu na její hodnotě a výkonnosti,Řízení podniku a podnikové finance,Bc.,2012,1,Jaromír Stemberg,Ing. Václav Leinweber
Marcela Čičatková,Prostředky marketingové komunikace pro dětské publikum,Marketingová komunikace,Bc.,2012,1,Mgr. Michal Tomčík,Ing. Alena Pilná
Jaroslava Čiháková,Současný a předpokládaný vývoj mediálního trhu v České republice,Marketingová komunikace,Bc.,2012,1,JUDr. Petr Majerik,PhDr. Adolf Vodrážka
Martin Čížek,Pracovní právo v ČR a v zemích EU,Veřejná správa,Bc.,2012,1,JUDr. Jana Šmejcová,PaedDr. Václav Netolický
Kristýna Čmelíková,Hromadné nákupní chování,Marketingová komunikace,Bc.,2012,1,PhDr. Luděk Vajner,PhDr. Iva Petrová
Jiří Čuba,Porovnání bonitních modelů finanční analýzy,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Stanislava Čížková,Ing. Irena Čierná
Lan Dang Thi Thu,Globální finanční krize  její dopady na ekonomiku ASEAN a jejich vybraných členů,Bankovnictví,Bc.,2012,1,doc. Ing. Antonín Kubíček,Ing. Jiří Vataha
Petr Danihel,Vývoj ekonomické náročnosti komerční reklamy od roku 1989 do roku 2010,Marketingová komunikace,Bc.,2012,1,PhDr. Marek Matějka,PhDr. Adolf Vodrážka
Jitka Demjanová,Společenská odpovědnost obchodních řetězců,Marketingová komunikace,Bc.,2012,1,Ing. Vilém Kunz,Ing. Lenka Sedláčková
Natalia Demokhina,Věrnostní programy jako nástroj podpory prodeje v kontextu integrované marketingové komunikace,Marketingová komunikace,Bc.,2012,1,PhDr. Karel Eliáš,PhDr. Luděk Vajner
Kristýna Diepoldová,Přednosti a úskalí distanční formy studia na VŠFS  připravené v rámci projektu EQUIP  očima studentů kombinovaného studia,Marketingová komunikace,Bc.,2012,1,PhDr. Jan Rytina,Mgr. Lenka Omelková
Jitka Dihelová  DiS.,Marketingová strategie společnosti JIPA na cestě k úspěchu a prosperitě,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Naděžda Petrů,JUDr. Josef Novák
Renáta Dobešová,Podnikatelský záměr na založení společnosti a jeho vyhodnocení,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jana Kotěšovcová,Ing. Vladimír Šístek
Jana Doláková,Tým jako nástroj k prosperitě,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jiří Stýblo,Mgr. Jiří Budil
Kateřina Dolejší,Davové jevy  psychologie davu,Marketingová komunikace,Bc.,2012,1,PhDr. Luděk Vajner,PhDr. Miloslav Kafka
Martin Doležal,Řízení vztahů se zákazníky a tvorba hodnoty a přidané hodnoty produktu,Marketingová komunikace,Bc.,2012,1,Ing. Miloslav Vaňák,Ing. Miloslav Šašek
Aneta Doležalová,Mezinárodní zdanění fyzických osob,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jaroslav Veselka,Ing. Yvona Legierská
Marcela Dorňáková,Porovnání bankovních poplatků v České republice a Německu,Bankovnictví,Bc.,2012,1,doc. RNDr. Petr Budinský,doc. JUDr. Ing. Otakar Schlossberger
Tereza Dostálová,Marketingová komunikace sportovního klubu,Marketingová komunikace,Bc.,2012,1,Ing. Josef Švec,Mgr. Michal Tomčík
Tomáš Drábek,Městská správa v Lounech v 16. a 17. století,Veřejná správa,Bc.,2012,1,doc. PhDr. Ludomír Kocourek,PaedDr. Václav Netolický
Michaela Drábková,Průmyslový podnik na kraji města – z pohledu komunikace  krizové komunikace  sponzoringu  vnímání firmy okolím,Marketingová komunikace,Bc.,2012,1,Mgr. Jan Martínek,Ing. Jitka Černá
Hana Drahošová,Postavení a úloha České národní banky,Veřejná správa,Bc.,2012,1,JUDr. Radim Pastrňák,JUDr. Mgr. Luboš Jemelka
Šárka Dresslerová,Podnikatelský plán na založení nového podniku,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Karel Hušner,Ing. Václav Leinweber
Vítězslava Dudková,Postavení obecních úřadů v systému státní správy v ČR,Veřejná správa,Bc.,2012,1,JUDr. Jiří Fuchs,PaedDr. Václav Netolický
Michaela Dudoňová,Reklama a internet,Marketingová komunikace,Bc.,2012,1,Mgr. Stanislava Borejová,Mgr. Michal Tomčík
Jan Dufek,Význam segmentace trhu v různých sektorech cestovního ruchu,Marketingová komunikace,Bc.,2012,1,Ing. Alena Pilná,doc. Ing. Anna Klosová
Tereza Dufková,Vliv jednotlivých druhů komunikace/reklamy a komunikačního mixu na specifické cílové skupiny,Marketingová komunikace,Bc.,2012,1,PhDr. Iva Petrová,Ing. Miloslav Vaňák
Miloslav Duchoň  DiS.,Zdroje financování  podnikových činností  - jejich výhody a nevýhody,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Josef Šiman,Ing. Petr Petera
Kateřina Dušková,Význam marketingové strategie pro integraci vietnamské menšiny,,Bc.,2012,1,PhDr. Jan Rytina,Mgr. Zdeněk Sloboda
Lenka Dvořáčková,Bankovní úvěry a formy jejich zajištění,Bankovnictví,Bc.,2012,1,doc. Ing. Vladislav Pavlát,Ing. Vadim Beneš
Přemysl Dvořák,Srovnání marketingové komunikace soukromých vysokých škol  vytvoření vlastního propagačního videa VŠFS,Marketingová komunikace,Bc.,2012,1,PhDr. Slavomír Paravičiny,prof. MgA. Jiří Svoboda
Dominika Dvořáková,Segmentace trhu a analýza chování zákazníka,Marketingová komunikace,Bc.,2012,1,Ing. Miloslav Vaňák,PhDr. Iva Petrová
Lenka Dvořáková,Distribuční sítě v pojišťovnictví ČR  jejich analýza a srovnání se stavem v zemích EHP,Pojišťovnictví,Bc.,2012,1,Ing. Václav Křivohlávek,prof. Ing. Eva Ducháčková
Lucie Dvořáková,Romské děti v náhradní rodinné péči - Budování identity,Veřejná správa,Bc.,2012,1,JUDr. Eva Dandová,JUDr. Jana Šmejcová
Renata Dvořáková,Vývoj a současnost internetových nástrojů marketingové komunikace,Marketingová komunikace,Bc.,2012,1,PhDr. Pavel Čírtek,PhDr. Karel Eliáš
Anna Efimova,Analýza likvidity podniku,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Hana Vávrová,doc. Ing. Jan Vlachý
Iva Ejim,Úloha městské policie v programech prevence kriminality v městě Chomutov v období 1996-2010,Veřejná správa,Bc.,2012,1,PaedDr. Václav Netolický,doc. PhDr. Ludomír Kocourek
Vít Eliáš,Elektronizace úředních  desek státní správy,Aplikovaná informatika,Bc.,2012,1,Ing. Jan Smolík,doc. RNDr. Ing. Jaroslav Klvaňa
Michal Erben,Formování veřejné správy v Kralupech nad Vltavou v letech 1918 - 1927,Veřejná správa,Bc.,2012,1,prof. PhDr. Vladimír Čechák,prof. PhDr. Karel Lacina
Marie Ešek,Rozvoj řízení kvality dodavatelů v automobilovém průmyslu,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Milan Pospíchal,doc. Ing. Jan Kožíšek
Lukáš Fajman,Vývoj audiovizuálních médií od černobílého filmu po 3D projekci,Marketingová komunikace,Bc.,2012,1,PhDr. Marek Matějka,PhDr. Slavomír Paravičiny
Waiss Fakiri,Segmentace trhu a analýza chování zákazníků,Marketingová komunikace,Bc.,2012,1,Ing. Miloslav Vaňák,PhDr. Martina Švecová
Jiří Falatek,Plánování reklamní kampaně v marketingové firmě,Řízení podniku a podnikové finance,Bc.,2012,1,PhDr. Marek Matějka,Ing. Pavel Klička
Karel Falber,Návrh a realizace multimediální sítě v domácnosti,Aplikovaná informatika,Bc.,2012,1,RNDr. Jan Lánský,Ing. Radko Hochman
Jiří Falta,Pojistný podvod v pojišťovnictví,Pojišťovnictví,Bc.,2012,1,Ing. Václav Křivohlávek,Dr. Milan Hradec
Milan Fast,Efektivní segmentace portfolia potenciálních zákazníků a souvislost s určenými cíli společnosti,Marketingová komunikace,Bc.,2012,1,Ing. Miloslav Šašek,Mgr. Miloslava Kykalová
Veronika Fialová,Řízení komunikace s klienty na ÚP v ČR - krajská pobočka v Ústí nad Labem  kontaktní pracoviště Most,Veřejná správa,Bc.,2012,1,Mgr. Stanislava Borejová,PaedDr. Václav Netolický
Lukáš Fík,Podnikatelský plán,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Petr Vaškovic,Ing. Stanislava Čížková
Maxim Filippov,Lisabonská smlouva – příležitost nebo hrozba pro české podnikatele?,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Mgr. Alena Mastantuono,doc. Ing. Václav Petříček
Yuliya Filkovskaya,Bankovní smlouvy a jejich využití v praxi,Řízení podniku a podnikové finance,Bc.,2012,1,JUDr. Taťana Sommerová,Mgr. Milan Anderle
Patrik Fingr,Specifika komerční komunikace k cílové skupině senioři,Marketingová komunikace,Bc.,2012,1,prof. PhDr. Dušan Pavlů,PhDr. Pavel Čírtek
Michael Foltán,E-business a jeho logistika (v podmínkách ČR),,Bc.,2012,1,Mgr. Jiří Amler,Ing. Naděžda Petrů
Andrea Foltová,Vliv spotřebitelských zvyklostí na nákupní chování,Marketingová komunikace,Bc.,2012,1,PhDr. Miloslav Kafka,doc. Dr. Zdeněk Cecava
Pavlína Fousová,Komplexní marketingová (nebo komunikační) strategie podniku (nebo produktu),,Bc.,2012,1,Ing. Martina Sedláková,doc. Ing. Anna Klosová
Zdeněk Freund,Dynamický marketing: principy fungování a bezpečnost,Aplikovaná informatika,Bc.,2012,1,RNDr. Petr Tesař,RNDr. Jan Lánský
Dominika Frolíková,Datové schránky v ČR - původní očekávání a současná realita (vývoj projektu a jeho hodnocení),,Bc.,2012,1,PaedDr. Bohumír Brom,doc. JUDr. Pavel Mates
Monika Froňková,Analýza zdrojů financování DHM,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Ivana Turková,Ing. Karel Brada
Martin Fryč,Provozování rozhlasového a televizního vysílání,Marketingová komunikace,Bc.,2012,1,JUDr. Radim Pastrňák,PhDr. Pavel Čírtek
Petr Funk,Podpora malých a středních podniků z veřejných zdrojů,Finance a finanční služby,Bc.,2012,1,Ing. Josef Budík,Ing. Arnošt Klesla
Eva Gabrielová,Vybrané problémy managementu malých obcí v Ústeckém kraji,Veřejná správa,Bc.,2012,1,PaedDr. Václav Netolický,Ing. Jitka Veselá
Evgeny Galkin,Finanční analýza akciových společností ČSA a Aeroflot,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jana Kotěšovcová,Ing. Stanislava Čížková
Barbora Gonevová,Svoboda projevu,Marketingová komunikace,Bc.,2012,1,JUDr. Radim Pastrňák,PhDr. Mgr. Jan Šmíd
Martin Gonzúr,Postavení a úloha České národní banky,Veřejná správa,Bc.,2012,1,JUDr. Radim Pastrňák,JUDr. Mgr. Luboš Jemelka
Adam Goranov,Provozování rozhlasového a televizního vysílání,Marketingová komunikace,Bc.,2012,1,JUDr. Radim Pastrňák,JUDr. Jana Šmejcová
Miriam Gryčová,Controlling - moderní nástroj řízení podniku,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jan Cedl,Ing. Ivana Svobodová
Jiří Gula,Význam marketingové komunikace a její využití při propagaci sportovní akce,Marketingová komunikace,Bc.,2012,1,Mgr. Zdenka Chocholoušová,Mgr. Michal Tomčík
Darya Gulyaeva,Aplikování makroekonomických identit na současná ekonomická data v České republice,Bankovnictví,Bc.,2012,1,Ing. Arnošt Klesla,Ing. Jiří Vataha
Ondřej Gyürke,Podnikatel a metody analýzy cenných papírů,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Josef Budík,Ing. Vladimír Ezr
Kateřina Habeltová,Hmotný a nehmotný majetek z účetního a daňového pohledu,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jaroslav Veselka,Ing. Dana Kubíčková
Petra Háčková,Nezávislé finanční poradenství a psychologické aspekty prodeje a nabídky finančních produktů,Marketingová komunikace,Bc.,2012,1,PhDr. Miloslav Kafka,PhDr. Jiří Němec
Hynek Haisel,Životní pojištění a jeho role v důchodovém systému České republiky,Pojišťovnictví,Bc.,2012,1,Ing. Václav Křivohlávek,Dr. Milan Hradec
Martin Hájek,Penzijní připojištění – analýza vývoje a možnosti dalšího rozvoje produktu i prodeje,Pojišťovnictví,Bc.,2012,1,Ing. Václav Křivohlávek,Ing. Jana Kotěšovcová
Petra Hájovská,Finanční řízení podniku,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Josef Šiman,Ing. Petr Petera
Michaela Haklová,Vývoj na trhu dluhopisů v ĆR,Bankovnictví,Bc.,2012,1,doc. RNDr. Petr Budinský,doc. Ing. Vladislav Pavlát
Lukáš Hálek,Optimalizace daní fyzických a právnických osob,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jaroslav Veselka,Ing. Pavel Dvorský
Markéta Halvová,Řízení zásob ve výrobní firmě,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jana Kotěšovcová,Ing. Václav Leinweber
Tereza Handlová,Spotřebitelské úvěry v ČR,Bankovnictví,Bc.,2012,1,doc. RNDr. Petr Budinský,Ing. Jaroslav Tichý
Jaroslav Hanek,Faktory ovlivňující přijetí či odmítnutí reklamy zákazníkem společnosti,,Bc.,2012,1,Ing. Naděžda Petrů,Ing. Eva Matoušková
Eva Hankusová,Uvedení nového výrobku na trh,Řízení podniku a podnikové finance,Bc.,2012,1,doc. Ing. Karel Havlíček,Ing. Martin Petrášek
Marek Hanuš,Bankovní úvěry a formy jejich zajištění,Finance a finanční služby,Bc.,2012,1,doc. Ing. Vladislav Pavlát,Ing. Jiří Vataha
Eva Hanzalová,Měření a řízení úvěrového rizika v bance,Bankovnictví,Bc.,2012,1,doc. RNDr. Petr Budinský,Ing. Naďa Blahová
Miluše Hanzlíková,Kvalifikační a osobnostní požadavky na marketéra,,Bc.,2012,1,Mgr. Stanislava Borejová,Mgr. Michal Tomčík
Edita Hanzlová,Metodiky analýzy prostředí a jejich význam v návaznosti na řízení vztahů se zákazníky,Marketingová komunikace,Bc.,2012,1,Ing. Miloslav Šašek,Ing. Tereza Dvořáková
Šárka Hartvichová  DiS.,Forwardy - jejich využití a význam v praxi,Finance a finanční služby,Bc.,2012,1,doc. RNDr. Petr Budinský,Ing. Vladimír Ezr
Zdeněk Hauk,Členství obce v mikroregionu,Veřejná správa,Bc.,2012,1,Ing. Zuzana Khendriche Trhlínová,PaedDr. Václav Netolický
Jaroslav Hauptvogel,Reorganizace a restrukturalizace firmy,Řízení podniku a podnikové finance,Bc.,2012,1,doc. Ing. Endre Tóth,Ing. Zdeněk Bezděka
Pavla Hauptvogelová  DiS.,Hodnocení kvality dodavatelů ve firmě Oční optika 3R s. r. o.,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Radim Flegl,Ing. Milan Pospíchal
Vít Havlíček,Image subkultur mládeže a způsoby jeho politického využití,Marketingová komunikace,Bc.,2012,1,Mgr. Jan Charvát,Mgr. Jan Hrubeš
Barbora Havlůjová,Hmotný a nehmotný majetek z účetního a daňového hlediska,Řízení podniku a podnikové finance,Bc.,2012,1,Ing. Jaroslav Veselka,Ing. Dana Kubíčková
Kateřina Hejdová,Rozbor procesů získávání a výběru zaměstnanců,Řízení podniku a podnikové finance,Bc.,2012,1,doc. Ing. Otakar Němec,Ing. Eva Matoušková
Dana Henčeková,Podpora predaja a spotrebiteľské súťaže,Marketingová komunikace,Bc.,2012,1,PhDr. Karel Eliáš,PhDr. Martina Švecová
Zdeňka Hendrichová,Analýza marketingové komunikace vybrané společnosti / produktu,Marketingová komunikace,Bc.,2012,1,Mgr. Zdenka Chocholoušová,Ing. Vilém Kunz
František Henzl,Alternativní energetické zdroje v katastru obce Kryštofovy Hamry  a jejich vliv na obecní rozpočet,Veřejná správa,Bc.,2012,1,PaedDr. Václav Netolický,Ing. Jitka Veselá
Jitka Heráňová,Kulturní rozdíly a jejich vliv na podniky cestovního ruchu,Marketingová komunikace,Bc.,2012,1,Ing. Alena Pilná,doc. Ing. Anna Klosová
Michaela Heroldová,Význam aktivní politiky zaměstnanosti,,Bc.,2012,1,JUDr. Jana Šmejcová,PaedDr. Václav Netolický
Jan Heřmánek,Sociální diferenciace spotřebního chování mládeže,Marketingová komunikace,Bc.,2012,1,prof. Ing. František Zich,doc. Dr. Zdeněk Cecava
