Autor,Název práce,Studijní program,Typ práce,Rok,Obhájeno,Vedoucí,Oponent
Ing. Barbora Benešová,Ocenění podniku pomocí metody volných peněžních toků,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jana Kotěšovcová,RSDr. Rudolf Baloušek
Ing. Filip Beran,Česká republika a její předsednictví Evropské Unie v roce 2009,Veřejná správa,Ing.,2009,1,PhDr. Marie Hamplová,PhDr. Rafik Bedretdinov
Ing. Jakub Beran,Úloha informačních technologií při řízení podniku ve znalostní společnosti,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Vilém Kunz,RNDr. Václav Vohánka
Ing. Kateřina Beránková,Problémy státního dohledu nad institucemi finančního řešení rizikovosti,Finance a finanční služby,Ing.,2009,1,prof. Ing. Jaroslav Daňhel,Ing. Bořivoj Pražák
Ing. Žaneta Beranová,Interní audit podniku,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Dagmar Švecová,Ing. Jitka Hašková
Ing. Martin Bernášek,Komparace vývoje mandatorních výdajů v ČR a SR v letech 2002 - 2008,Veřejná správa,Ing.,2009,1,Ing. Alena Maaytová,Ing. Miroslav Červenka
Ing. Jan Bezděk,Vnitřní organizační normy,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Otto Kechner,doc. Radim Valenčík
Ing. Petr Bezdomnikov,Příčiny úpadku obchodních společností v České republice,,Ing.,2009,1,Dr. Rudolf Doucha,Dr. Josef Tvrdoň
Ing. Kateřina Bílková,Finanční analýza společnosti ALEKA  s.r.o.,Řízení podniku a podnikové finance,Ing.,2009,1,Dr. Josef Tvrdoň,RSDr. Rudolf Baloušek
Ing. Jitka Bočková,Projekt společnosti PUBLIC REALITY s. r. o.  správa nemovitostí,Řízení podniku a podnikové finance,Ing.,2009,1,Ph. Dr. Milan Vodička,Ing. Josef Budík
Ing. Ondřej Boháč,Marktetingový plán automobilky Zastava pro období 2010 - 2012 a kriteria jeho efektivnosti,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Karel Havlíček,Ing. Naděžda Petrů
Bc. Adriana Bolaňos  MBA,Podnikatelský plán společnosti Wellness Centrum HYPOXI  s.r.o.,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Karel Havlíček,Ing. Pavla Břečková
Ing. Olesya Bondarenko,Současné uplatňování ergonomie v rámci podniků České republiky,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Otakar Němec,Ing. Martin Šikýř
Ing. Ivana Bošková,Aktuální otázky odpovědnosti pojištěných a poškozených,Veřejná správa,Ing.,2009,1,Dr. Milan Hradec,Ing. Michal Řezníček
Ing. Ferdinand Brádler,Technické a právní normy uplatňované při vypracovávání znaleckých posudků vozidel  jejich význam pro pojistníka a pojistitele,Pojišťovnictví,Ing.,2009,1,Dr. Milan Hradec,Ing. Jan Šepek
Ing. Václav Bradna,Strategická spolupráce institucí na finančním trhu a její konkrétní podoba,Pojišťovnictví,Ing.,2009,1,Ing. Václav Křivohlávek,Ing. Markéta Nýdrlová
Ing. Zuzana Brandejsová,Soukromé pojištění jako služba - analýza pojmu a jeho význam pro pojistitele i pojistníka,Pojišťovnictví,Ing.,2009,1,Ing. Václav Křivohlávek,Ing. Alena Křivohlávková
Ing. Zdeněk Braun,Analýza životního cyklu MSP,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Petr Vaškovic,Ing. Zdeněk Demeter
Bc. Tomáš Brázda,Vzdělání a ekonomika,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Radim Valenčík,PhDr. Rafik Bedretdinov
Ing. Alena Brecklová,Analýza úvěrových příležitostí pro podnikatelské subjekty,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jitka Hašková,Ing. Iveta Hanusová
Ing. Tereza Brejchová,Finanční zatížení podniků pojištěním zákonným  pojištěním smluvním a podnikatelských rizik,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Anna Klosová,Ing. Zdeněk Bezděka
Ing. Martin Brchel,Metody hodnocení rizikovosti klienta v Komerční bance,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Pavel Schránil,RSDr. Rudolf Baloušek
Ing. Daniela Brisudová,Riadenie pracovného kapitálu,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Petr Vaškovic,Ing. Tomáš Jelínek
Ing. Pavel Brodský,Český trh práce v oboru stavebnictví,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Otakar Němec,Ing. Barbora Kopečková
Ing. Jan Brom,Podvody v pojišťovnictví  jejich analýza  možnosti sankcí a prevence,Pojišťovnictví,Ing.,2009,1,Ing. Václav Křivohlávek,Dr. Milan Hradec
Ing. Kateřina Brunclíková,Zhodnocení rebrandingové kampaně a návrh nové marketingové kampaně produktu Kofola včetně metrik efektivnosti,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Milan Kašík,JUDr. Petr Majerik
Ing. Věra Brůnová  DiS.,Využití kalkulačních metod při rozhodování středně velkých podniků,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Michael Korneev,Ing. Petr Petera
Ing. Dita Brzáková,Společenská odpovědnost v cestovním ruchu,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Hana Jírová,PhDr. Jan Rytina
Bc. Veronika Buchtová,Vymezení  oceňování a vykazování informací o zásobách ve finančním a manažerském účetnictví,,Ing.,2009,1,prof. Bohumil Král,Ing. Václav Leinweber
Ing. Kamila Bumbová,Metodika přidělování dotací z EU na příkladu konkrétní firmy,Řízení podniku a podnikové finance,Ing.,2009,1,Karel Ouška,prof. Ing. Mojmír Helísek
Bc. Radek Burian,Povinné ručení vozidel jako pojištění osob,Pojišťovnictví,Ing.,2009,1,Ing. Václav Křivohlávek,Dr. Milan Hradec
Ing. Bronislav Bůšek,Vůdcovství v manažerské praxi,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Ludmila Mládková,Ing. Jiří Stýblo
Ing. Milan Cafourek,Efektivnost vybraných nástrojů marketingové komunikace ve společnosti SUBWAY.,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Marcela Zamazalová,Ing. Jiří Houser
Bc. Jana Cenefelsová,Proces plánování a řízení projektů ve firmě  včetně návrhu a doporučení,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Pavla Břečková,Ing. Pavel Babka
Ing. Petra Cenovová,Zdroje financování malých a středních podniků,,Ing.,2009,1,Ing. Josef Šiman,Ing. Miroslav Vodraško
Ing. Dana Ciprová,Sociální zabezpečení - radostné stáří,Veřejná správa,Ing.,2009,1,PhDr. Iva Petrová,doc. Dr. Zdeněk Cecava
Ing. Lenka Cmíralová,Vývoj daně z příjmů fyzických osob od roku 1993 do současnosti,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jana Vodičková,Ing. Dagmar Švecová
Ing. Kateřina Cuchá,Analýza teorií pracovní motivace a jejich porovnání z hlediska využití pro různé řídící situace ve firmách,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jiří Stýblo,Mgr. Jiří Budil
Ing. Jan Čala,Nová webová prezentace sloučené Raiffeisenbank a eBanky,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Marcela Zamazalová,Mgr. Jakub Feldstein
Ing. Markéta Čapková,Návrh strategie PR energetické společnosti s cílem budování image společensky odpovědné firmy,Řízení podniku a podnikové finance,Ing.,2009,1,PhDr. Marie Hamplová,Ing Jaroslav Kulhánek
Ing. Lucie Čejková  DiS.,Strategie managementu ve vybraném podniku,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Jaroslav Blaha,Mgr. Jiří Amler
Ing. Martina Čejková,Transformace lůžkových zdravotnických zařízení v Ústeckém kraji,Veřejná správa,Ing.,2009,1,PaedDr. Václav Netolický,MUDr. Petr Pollak
Ing. Kateřina Čepelková,Konzulární pomoc a ochrana občanů České republiky v zahraničí,Veřejná správa,Ing.,2009,1,JUDr. František Laštovka,JUDr. Vladimír Čermák
Ing. Pavel Čermák,Implementace ERP systému Helios Orange se zaměřením na manažerské vyhodnocování v MSP,Řízení podniku a podnikové finance,Ing.,2009,1,RNDr. Václav Vohánka,Ing. Marie Veselá
Ing. Hana Čermáková,Environmentální determinace rozvoje města Chabařovice,Veřejná správa,Ing.,2009,1,PaedDr. Václav Netolický,Ing. Stanislav Sochocký
Ing. Markéta Čermáková,Systémy profesního vzdělávání úředníků veřejné správy,Veřejná správa,Ing.,2009,1,JUDr. Vladimír Novotný,prof. PhDr. Karel Lacina
Ing. Mgr. Martina Čermáková,Proces posuzování vlivů na životní prostředí,Řízení podniku a podnikové finance,Ing.,2009,1,JUDr. Petr Petržílek,JUDr. Vladimír Čermák
Ing. Pavla Čermáková,Problematika kolektivního vyjednávání ve společnosti Mostecká uhelná a.s. (analýza tříletého období),Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Jan Rančák,JUDr. Zdeněk Ševčík
Ing. Markéta Černá  MBA,Zavedení eura v ČR - připracenost a důsledky pro podnikovou sféru (aplikace),Řízení podniku a podnikové finance,Ing.,2009,1,doc. RNDr. Jiří Souček,Ing. Gabriela Harvey
Ing. Erika Červeňanská,Metodika plánovania a vyhodnocovania rozvoja kvalifikácie pracovníkov vo firme ThyssenKrupp Ferrosta spol. s r.o. Praha,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Radim Flegl,Ing. Theodor Beran
Ing. Miloš Čihák,Strategie trendů vývoje reklamního trhu včetně efektivnosti reklamy,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Milan Kašík,JUDr. Petr Majerik
Ing. Martin Čihař,Personální řízení v mezinárodní společnosti,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jiří Stýblo,Ing. Aleš Frána
Ing. Petr Čížek,Vůdcovství v manažerské praxi,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Ludmila Mládková,Ing. Jiří Stýblo
Ing. Jana Čížková,Poskytování nemocenských dávek v České republice po roce 1989,Veřejná správa,Ing.,2009,1,Ing. Jan Mertl,prof. Ing. Vojtěch Krebs
Ing. Anita Čupcová,Řízení malých a středních podniků,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Vilém Kunz,Ing. Vladimíra Ilievová
Ing. Pavla Čuříková,Informační systémy veřejné správy,Veřejná správa,Ing.,2009,1,JUDr. Miloslav Šiler,doc. JUDr. Pavel Mates
Ing. Kateřina Dacerová,Schengenský prostor a jeho principy,Veřejná správa,Ing.,2009,1,Mgr. Jiří Řehák,doc. Dr. iur. Mag. phil. Harald Christian Scheu
Ing. Pavla Diepoltová,Posuzování úvěrové bonity klienta,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Stanislav Holub,Ing. Jitka Hašková
Ing. Kseniya Dobusheva,Hodnocení kreditního rizika bankou,Řízení podniku a podnikové finance,Ing.,2009,1,Mgr. Jiří Horký,doc. Ing. Karel Havlíček
Ing. Barbora Dolejšová,Financování neziskových organizací,,Ing.,2009,1,Ing. Hana Vávrová,Mgr. Jana Adamcová
Ing. Petr Dolenský,Regionální stranické systémy,Veřejná správa,Ing.,2009,1,Mgr. Michal Šabatka,Mgr. Jan Charvát
Ing. Jindřiška Doležalová,Finanční analýza firmy ZET Praha s.r.o.,Řízení podniku a podnikové finance,Ing.,2009,1,Dr. Josef Tvrdoň,doc. Ing. Pavel Schránil
Ing. Denisa Doubková,Ocenění podniku pomocí metody volných peněžních toků,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jana Kotěšovcová,RSDr. Rudolf Baloušek
MUDr. Pavel Douda  MBA,Transformace příspěvkové organizace do jiné právně organizační formy,Řízení podniku a podnikové finance,Ing.,2009,1,Mgr. Jana Adamcová,JUDr. Luboš Jemelka
Ing. Lenka Drábová,Zajištění a jeho aplikace při řízení finančních rizik u firem exportujících na trhy EU,Finance a finanční služby,Ing.,2009,1,Ing. Martin Folprecht,doc. RNDr. Přemysl Záškodný
Ing. Andrea Drešerová,Význam akvizicí a fúzí – zpracování části projektu fúze,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Antonín Kubíček,PhDr. Marie Hamplová
Ing. Jitka Drmlová,Srovnání vykazování hmotného majetku v podnikatelských subjektech podle Českých účetních standardů a US GAAP,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Dana Kubíčková,doc. Ing. Pavel Schránil
Ing. Veronika Drobílková,Veřejné zakázky v souvislosti s financováním dopravních staveb,Veřejná správa,Ing.,2009,1,Ing. Mgr. Jaromír Tichý,Ing. Alice Dolniaková Vlková
Ing. Karolína Drobilová,Likvidace podniku a její důsledky,Řízení podniku a podnikové finance,Ing.,2009,1,JUDr. Taťana Sommerová,Mgr. David Hozman
Ing. Pavel Drozen,Zákaz veřejné podpory a grantové programy územních samosprávných celků,Veřejná správa,Ing.,2009,1,Ing. Otto Kechner,Ing. Herbert Heissler
Ing. Kateřina Dubovická,Motivace ve společnosti Merlot Grands Vins,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Otakar Němec,Ing. Johana Novotná
Ing. Ondřej Dudák,Marketingové řízení v podniku,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Karel Havlíček,Ing. Naděžda Petrů
Ing. Pavel Dufek,Rozbor výkonnosti podniku na základě ekonomické přidané hodnoty,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jana Kotěšovcová,RSDr. Rudolf Baloušek
Ing. Inna Dundyčová,Styly řízení změn a jejich implementace v podnikové praxi na konkrétních případech,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Zdeněk Bezděka,Ing. Mgr. Jaromír Tichý
Ing. Lukáš Ďurčo,Úloha agentury Czechinvest v implementaci Operačního programu Podnikání a inovace,Veřejná správa,Ing.,2009,1,PaedDr. Václav Netolický,Ing. Magdaléna Štokmanová
Ing. Miroslav Duspiva,Finanční analýza strojírenského podniku,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Dana Kubíčková,Ing. Jaroslava Baumruková
Ing. Adriana Dvořáková  DiS.,Komparace jednotlivých druhů bankovních a finančních produktů pro financování oběžného majetku,Řízení podniku a podnikové finance,Ing.,2009,1,Dr. Josef Tvrdoň,doc. Ing. Pavel Schránil
Ing. Ivana Elzer,Hypoteční zástavní listy a hypoteční úvěry,Finance a finanční služby,Ing.,2009,1,doc. JUDr. Jarmila Pavlátová,doc. RNDr. Petr Budinský
Bc. Denisa Erlebachová,Finanční analýza v malé firmě,Řízení podniku a podnikové finance,Ing.,2009,1,Mgr. Jiří Horký,Ing. Stanislava Čížková
Ing. David Faltys,Řízení projektu ve společnosti Alektum Inkasso s.r.o.,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Jaroslav Blaha,Ing. Petra Šumná
Ing. Lenka Fantová,Vymáhání pohledávek,Řízení podniku a podnikové finance,Ing.,2009,1,doc. RNDr. Jiří Souček,Mgr. Jiří Horký
Ing. Michal Fedorko,Podnikatelský plán - Hotel Vítěz,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Petr Vaškovic,Ing. Milan Flegl
Bc. Lenka Fehérová  DiS.,Zjišťování efektivnosti marketingových nástrojů ve splečnosti Novo Nordisk,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Karel Havlíček,Mgr. Mirloslav Vaverka
Ing. Ondřej Fencl,Řízení lidských zdrojů Policie České republiky,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Hana Jírová,Ing. Mgr. Jaromír Tichý
Ing. Monika Fidler,Trh s nemovitostmi v České republice,Řízení podniku a podnikové finance,Ing.,2009,1,doc. RNDr. Jiří Souček,Richard Vaněk
Ing. Roman Fisek,Marketingová situační analýza cestovní kanceláře a její vliv na marketingový mix,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Mgr. Jaromír Tichý,Ing. Šárka Bauerová
Ing. Marek Fleisner,Vůdcovství v manažerské praxi,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Ludmila Mládková,Ing. Jiří Stýblo
Ing. Alena Fořtíková,Možnosti využívání strukturálních fondů EU v období let 2007-2013 se zaměřením na řešení aktuálních problémů měst.,Veřejná správa,Ing.,2009,1,Ing. Zuzana Khendriche Trhlínová,prof. PhDr. Karel Lacina
Ing. Eva Fousková,Visegrádská spolupráce v Evropské unii,Veřejná správa,Ing.,2009,1,PhDr. Marie Hamplová,Ing. Tomáš Teplík
Ing. Martin Frano,Fúze a akvizice jako forma rozvoje a restruktralizace podniku,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Petr Vaškovic,Ing. Pavla Břečková
Ing. Ondřej Friedrich,Marketingový plán podniku a hodnocení jeho efektivnosti,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Milan Kašík,Mgr. Miroslav Vaverka
Ing. Jana Frýdlová,Komunitní plánování a standardy kvality sociálních služeb ve Statutárním městě Kladno,Veřejná správa,Ing.,2009,1,Ing. Pavla Varvažovská,doc. JUDr. Jarmila Pavlátová
Ing. Martin Fuksa,Založení vlastního podniku,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jan Cedl,Mgr. Jiří Horký
Ing. Martina Füzérová,Environmentalismus v politickém systému České republiky,Veřejná správa,Ing.,2009,1,PaedDr. Václav Netolický,doc. PhDr. Ludomír Kocourek
Ing. Halina Glajcarová,Vymáhání pohledávek ve společnosti Magnum Parket  a.s.,Řízení podniku a podnikové finance,Ing.,2009,1,doc. RNDr. Jiří Souček,Ing. Eva Sikorová
Ing. Tereza Gondová,Státní podpora vývozu České republiky a Nizozemska,Řízení podniku a podnikové finance,Ing.,2009,1,ing. Jiří Brodský,doc. Ing. Pavel Schránil
Ing. Romana Graciková,Hodnocení ekonomické efektivnosti investice,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Miroslav Tomášek,Ing. Libor Turek
Ing. Klára Gruberová,Logistické systémy v distribuci a obchodě,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Mgr. Jaromír Tichý,Ing. Dana Zajíčková
Ing. Kateřina Gutová,Finanční analýza subjektu ve veřejném sektoru,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Dana Kubíčková,doc. Ing. Pavel Schránil
Ing. Edita Habartíková  DiS.,1.celostátní sjezd NV v červnu 1948 (Kroměříž),Veřejná správa,Ing.,2009,1,prof. PhDr. Vladimír Čechák,doc. PhDr. Ludomír Kocourek
Ing. Ina Hadbávna,Analýza příčin selhání malých a středních bank v ČR založených v 90.tých letech,Finance a finanční služby,Ing.,2009,1,doc. Ing. Vladislav Pavlát,Ing. Arnošt Klesla
Ing. Gabriela Hájková,Sestavení výkazu cash-flow jako součást konsolidované účetní závěrky,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Pavel Schránil,RSDr. Rudolf Baloušek
Ing. Petra Hajmová,Spokojenost a motivace pracovníků porovnána v českých a zahraničních firmách působících v České republice,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Otakar Němec,Ing. Monika Hegedüšová
Ing. Tomáš Haken,Hodnocení finanční situace firmy v podmínkách účetních výkazů sestavenýchdle IAS/IFRS,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Dana Kubíčková,doc. Ing. Pavel Schránil
Ing. Libor Hakl,Místo koncepce Public Private Partnerhip v rozvoji regionů,Veřejná správa,Ing.,2009,1,prof. PhDr. Karel Lacina,prof. PhDr. Vladimír Čechák
Bc. Petra Halamová,Řízení zásob,Řízení podniku a podnikové finance,Ing.,2009,1,JUDr. Josef Novák,Mgr. Jiří Amler
Ing. Alena Haluzová,Efektivnost nástrojů integrované marketingové komunikace pojišťovny,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Milan Kašík,Mgr. Matěj Hušek
Ing. Jiří Haman,Podnikatelský plán společnosti ELCO  s.r.o.,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Jitka Srpová,Dr. Stanislav Mareš
Bc. Lenka Hamouzová,Akciový trh v ČR na přelomu nového tisíciletí,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Viktor Hrdina,Ing. Jitka Černá
Ing. Marcela Hanáková,Uvedení nového výrobku na český trh,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Marcela Zamazalová,Mgr. Jiří Amler
Ing. Martina Hanková,Řízení o přestupcích,Veřejná správa,Ing.,2009,1,doc. JUDr. Vladimír Vopálka,doc. JUDr. Pavel Mates
Ing. Kateřina Hanzlíková,Marketingová analýza produktového portfolia IT firmy,Řízení podniku a podnikové finance,Ing.,2009,1,doc. Ing. Milan Kašík,Ing. Naděžda Petrů
Ing. Šimon Hartl,Evropský sociální fond a rozvoj lidských zdrojů,Veřejná správa,Ing.,2009,1,doc. Ing. Jaroslava Durdisová,Ing. Jan Mertl
Ing. Pavel Hartmann  MBA,Proces Repair & Spare parts managementu,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jaroslava Hametová,doc. Ing. Jaroslav Blaha
Ing. Alena Hatláková,Současná krize trhu hypoték v USA a její důsledky pro finanční trhy ve světě,Finance a finanční služby,Ing.,2009,1,doc. Ing. Vladislav Pavlát,Ing. Vladimír Ezr
Ing. Robert Havel,Historie  vývoj a budoucnost stavebního spoření z hlediska efektivnosti zhodnocení finančních prostředků,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Martina Sedláková,Ing. Alena Kvapilová
Ing. Simona Havlíková,Vliv soudních poplatků na přístup k právu,Veřejná správa,Ing.,2009,1,Ing. Otto Kechner,Mgr. Ing. Petr Wawrosz
Ing. Monika Havlová,Řízení kariérového rozvoje zaměstnanců (analýza období 3 let vybraného podniku),Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jiří Zahrádka,doc. Ing. Hana Jírová
Ing. Martina Hegerová,Základní vývojové etapy regionální politiky Evropských společenství a Evropské unie,Veřejná správa,Ing.,2009,1,prof. PhDr. Karel Lacina,Ing. Michal Částek
Ing. PhDr. Zdeněk Hejna,Současný stav a vývoj trhu práce v česko-saských regionech Chomutov a Annaberg - Buchholz v období 2008 - 2011  formy přeshraniční spolupráce,Veřejná správa,Ing.,2009,1,Ing. Jan Řehák,PaedDr. Václav Netolický
Ing. Jan Hejný,Finanční investice do zajištěných otevřených podílových fondů,Řízení podniku a podnikové finance,Ing.,2009,1,Dr. Stanislav Mareš,Ing. Jaroslav Šulc
Ing. Lukáš Hejtman,Anylýza průmyslových zón v regionu,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Jitka Hašková,Ing. Vladimíra Budilová
Ing. Simona Hekerlová,Ekonomická analýza fungování podniku,Řízení podniku a podnikové finance,Ing.,2009,1,Ing. Pavel Klička,Ing. Marek Palán
