Autor,Název práce,Studijní program,Typ práce,Rok,Obhájeno,Vedoucí,Oponent
Leonid Bespalov,Faktory úspěchu malých a středních podniků,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Vladimír Kaucký,Ing. Eva Matoušková
Bc. Irena Bešíková,Využití marketingu v rozvoji malého podnikání,Marketingová komunikace,Ing.,2011,1,doc. Ing. Anna Klosová,Ing. Petr Musil
Bc. Artur Bey,Fůze a akvizice a jejich specifika a význam pro současnou etapu vývoje finančních trhů,Finance a finanční služby,Ing.,2011,1,doc. Ing. Antonín Kubíček,doc. Ing. Lubomír Civín
Eva Bílková  DiS.,Vývojové etapy monetární politiky ČNB,Finance a finanční služby,Ing.,2011,1,Ing. Miroslav Hrnčíř,doc. Ing. Karel Brůna
Bc. Martin Bílý,Měření a hodnocení finanční stability a výkonnosti firmy,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Dana Kubíčková,Ing. Antonín Zelinka
Bc. Tomáš Bittner,Virální marketing a sociální sítě,Marketingová komunikace,Ing.,2011,1,PhDr. Jaroslav Jančík,Ing. Petr Unger
Bc. Petr Bizub,Kontrola výkonu přenesené působnosti územních samosprávních celků,Veřejná správa,Ing.,2011,1,doc. JUDr. Pavel Mates,JUDr. František Vavera
Bc. Martin Bláha,Marketingový mix elektronických služeb České pošty s využitím dostupnosti služby jako marketingové výhody,Marketingová komunikace,Ing.,2011,1,Ing. Pavel Klička,Mgr. Miloslava Kykalová
Bc. Michal Blahout,Investice do solární elektrárny,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Václav Leinweber,Ing. Petr Vaškovic
Bc. Martina Blahoutová,Postavení  úkoly a prespektivy policie České republiky v integrovaném záchranném systému,Veřejná správa,Ing.,2011,1,JUDr. Miloslav Šiler,prof. PhDr. Vladimír Čechák
Bc. Alžběta Bláhová,Cesta product placement na televizní obrazovku,Marketingová komunikace,Ing.,2011,1,PhDr. Miloslav Kafka,Ing. Štěpán Wolde
Bc. Darina Bláhová,Marketingový mix značky Mama’s World - jako zdroj konkurenční výhody,Marketingová komunikace,Ing.,2011,1,Ing. Pavel Klička,Ing. Naděžda Petrů
Bc. Alexandra Blajerová,Psychologický vliv reklamy na nákupní rozhodování zákazníka,Marketingová komunikace,Ing.,2011,1,PhDr. Miloslav Kafka,Mgr. Michal Tomčík
Bc. Barbora Blažejovská,Marketing cílený na děti,Marketingová komunikace,Ing.,2011,1,Ing. Ondřej Pešek,Mgr. Michal Tomčík
Bc. Pavel Bleha,Analýza image firmy,Marketingová komunikace,Ing.,2011,1,Mgr. Michal Tomčík,Mgr. Lenka Belková
Bc. Michaela Bodnárová,Finanční analýza a mezipodnikové srovnání,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Miroslav Tomášek,Ing. Jan Korba
Bc. Martina Bohuňovská,Řízení inovací ve vybraném podniku (vybrané problémy),Řízení podniku a podnikové finance,Ing.,2011,1,doc. Ing. Jaroslav Blaha,Ing. Miloš Krejčí
Bc. Antonín Bojanovský,Metoda STP a práce s marketingovým mixem,Marketingová komunikace,Ing.,2011,1,Ing. Miloslav Vaňák,Ing. Tereza Dvořáková
Bc. Igor Bondar,Rezervační  systém  pro správu hotelů,Řízení podniku a podnikové finance,Ing.,2011,1,RNDr. Helena Palovská,doc. RNDr. Ing. Jaroslav Klvaňa
Bc. Helena Boršická,Vstup společnosti na kapitalový trh,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Václav Leinweber,Ing. Petr Vaškovic
David Boštík,Řízení podpůrných služeb v podniku,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Miroslav Nergl,Mgr. Stanislava Borejová
Bc. Adam Bouška,Dohled v pojišťovnictví v zemích Evropské unie a ve vybraných státech světa,Pojišťovnictví,Ing.,2011,1,Ing. Václav Křivohlávek,prof. Ing. Jaroslav Daňhel
Bc. Lukáš Brandejs,Podpora malých a středních podniků z veřejných zdrojů,Finance a finanční služby,Ing.,2011,1,Ing. Josef Budík,Ing. Vladimír Ezr
Bc. Lucie Brautfergerová,Řízení inovací ve vybraném podniku (vybrané problémy),Řízení podniku a podnikové finance,Ing.,2011,1,doc. Ing. Jaroslav Blaha,Ing. Jiří Hradecký
Bc. Jakub Daniel Brejla,Elektronický audit softwarem IDEA 7.3 a daňová kontrola,Řízení podniku a podnikové finance,Ing.,2011,1,doc. Ing. Karel Havlíček,Ing. Pavla Břečková
Bc. Diana Brennerová  DiS.,Tvorba marketingové kampaně podniku včetně metrik efektivnosti,Marketingová komunikace,Ing.,2011,1,doc. Ing. Milan Kašík,Ing. Naděžda Petrů
Bc. Lenka Brůhová,Vývoj veřejné správy v Československu a České republice po r. 1989 -1995,Veřejná správa,Ing.,2011,1,prof. PhDr. Vladimír Čechák,prof. PhDr. Karel Lacina
Bc. Václava Bryce,Marketingový význam body image,Marketingová komunikace,Ing.,2011,1,Ing. Ondřej Pešek,PhDr. Ladislav Lašek
Bc. Jana Březinová,Parametrické změny důchodového pojištění se zaměřením na invalidní důchody,Veřejná správa,Ing.,2011,1,prof. Ing. Vojtěch Krebs,doc. Ing. Ladislav Průša
Bc. Gabriela Budilová,Etika a reklama,Marketingová komunikace,Ing.,2011,1,PhDr. Marek Matějka,prof. Ing. František Zich
Bc. Petr Bujnoch,Insolvenční řízení v ČR,Řízení podniku a podnikové finance,Ing.,2011,1,doc. RNDr. Jiří Souček,Jaromír Stemberg
Bc. Yan Bukhanets,Měření a hodnocení výkonnosti podniku,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Dana Kubíčková,Ing. Gabriela Dlasková
Bc. Tomáš Bumbálek,Prodej zboží na on-line trzích,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Eva Matoušková,Mgr. Jiří Amler
Bc. Josef Burian,Burzovní obchody s kontrakty futures na vybraných trzích,Finance a finanční služby,Ing.,2011,1,Ing. Josef Budík,Ing. Vladimír Ezr
Bc. Renata Burkovcová,Product placement v současném filmu  aneb jiná forma propagace,Marketingová komunikace,Ing.,2011,1,Mgr. Zdenka Chocholoušová,Ing. Jana Dolejší
Bc. Jitka Bušinová,Konsolidace účetní závěrky dle IAS/IFRS,Řízení podniku a podnikové finance,Ing.,2011,1,doc. Ing. Pavel Schránil,Ing. Kateřina Nováková
Bc. Markéta Bušková,Účetní a daňové souvislosti výzkumu a vývoje,Řízení podniku a podnikové finance,Ing.,2011,1,Dr. Josef Tvrdoň,doc. Ing. Pavel Schránil
Bc. Ema Cacáková,Drogová závislost - strategie prevence a řízení rizik v neziskové organizaci Drop In,Marketingová komunikace,Ing.,2011,1,doc. Dr. Zdeněk Cecava,prof. Ing. František Zich
Bc. Lucie Cicala,Hodnocení efektivnosti investice do trattorie,Řízení podniku a podnikové finance,Ing.,2011,1,doc. Ing. Otakar Němec,Ing. Jana Kotěšovcová
Bc. Romana Cieslarová,Mezinárodní a evropská úprava azylu,Veřejná správa,Ing.,2011,1,doc. Dr. iur. Mag. phil. Harald Christian Scheu,JUDr. Jiří Fuchs
Bc. Josef Cikán,Možnosti a rizika kolektivního investování,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Vladimír Ezr,Ing. Josef Budík
Bc. Kateřina Cikánková,Řízení lidských zdrojů v prostředí nadnárodní farmaceutické společnosti,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Jiří Stýblo,PhDr. Luděk Vajner
Bc. Vladimíra Ciprová,Kriminalita mládeže a její formy ve světle společenských a rodinných vlivů,Veřejná správa,Ing.,2011,1,Mgr. Eva Vetýšková,PaedDr. Václav Netolický
Bc. Adolf Cír,Projektové financování a jeho rizika,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Zdeněk Bezděka,Ing. Mgr. Jaromír Tichý
Bc. Karolína Císařovská,Ochrana lidského genomu z pohledu medicínského a trestního práva,Veřejná správa,Ing.,2011,1,JUDr. Mgr. Petr Blažek,JUDr. Petr Čechák
Bc. Petra Citronová,Tvorba marketingové kampaně Vzdělávacího centra Hewlett-Packard včetně metrik efektivnosti,Marketingová komunikace,Ing.,2011,1,doc. Ing. Milan Kašík,Ing. Naděžda Petrů
Bc. Petra Coníková,Firemní filantropie v ČR a ve světě,Marketingová komunikace,Ing.,2011,1,Ing. Vilém Kunz,Ing. Lenka Sedláčková
Bc. Jan Ctibůrek,Stranický systém v ČR,Veřejná správa,Ing.,2011,1,Mgr. Jan Charvát,Mgr. Aleš Balcar
Bc. Petra Čáslavová,Vybrané aspekty vysílání policistů do zahraničí,Veřejná správa,Ing.,2011,1,Mgr. Bc. Šárka Havránková,JUDr. Miloslav Šiler
Bc. Lucie Částová,Nabídka kamionových sběrných služeb na českém trhu,Řízení podniku a podnikové finance,Ing.,2011,1,JUDr. Josef Novák,Mgr. Jiří Amler
Bc. Hana Čechlovská,Insolvenční řízení v ČR,Řízení podniku a podnikové finance,Ing.,2011,1,doc. RNDr. Jiří Souček,JUDr. Ing. Helena Horová
Hana Čepová,Teorie redistribučních systémů v marketingu,Marketingová komunikace,Ing.,2011,1,doc. Radim Valenčík,Ing. Herbert Heissler
Bc. Petr Čermák,Budování značky zaměstnavatele,,Ing.,2011,1,Mgr. Stanislava Borejová,Ing. Barnabáš Krešne
Bc. Tomáš Černák,Vyhodnocení efektivnosti podnikových plánů,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Petr Vaškovic,Ing. Iveta Horníčková
Bc. Ondřej Černík,Teorie her v redistribučním systému a podnikové praxi,Řízení podniku a podnikové finance,Ing.,2011,1,doc. Radim Valenčík,Mgr. Tomáš Kosička
Bc. Tomáš Černohorský,Dotace z Evropské Unie a Evropské fondy a jejich vliv na finanční instituce v době krize,Finance a finanční služby,Ing.,2011,1,Ing. Eva Matoušková,Ing. Josef Budík
Bc. David Černý,Rozhodování podniku v podmínkách fianční krize,Řízení podniku a podnikové finance,Ing.,2011,1,Mgr. Ing. Petr Wawrosz,Ing. Herbert Heissler
Bc. Jaroslav Černý,Výkon státní správy v oblasti živnostenského podnikání,Veřejná správa,Ing.,2011,1,JUDr. Miloslav Šiler,JUDr. Dana Římanová
Bc. Martin Černý,Integrace muslimů v České republice a ve vybraných zemích EU,Veřejná správa,Ing.,2011,1,prof. PhDr. Eduard Gombár,PhDr. Ivan Antov
Mgr. Petr Černý,Marketingová komunikace občanského sdružení DOST!,Marketingová komunikace,Ing.,2011,1,PhDr. Adolf Vodrážka,PhDr. Iva Petrová
Bc. Vlasta Češpivová,Mezipodnikové srovnání podniků na základě výročních zpráv,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Jana Kotěšovcová,Ing. Marek Mádl
Bc. Roman Čubr,Hodnocení efektivnosti hospodaření neziskové organizace,,Ing.,2011,1,Ing. Hana Vávrová,Ing. Zuzana Khendriche Trhlínová
Delgir Dakinova  B.Sc.,Finanční plánování a daňová optimalizace vybraného podniku,,Ing.,2011,1,Dr. Stanislav Mareš,Ing. Jaroslav Veselka
Bc. Marie Damborská,Vliv hudby v reklamě na kupní rozhodování spotřebitele,Marketingová komunikace,Ing.,2011,1,PhDr. Miloslav Kafka,PhDr. Pavel Čírtek
Bc. Indira Damenova,Měření a hodnocení finanční stability a výkonnosti firmy,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Dana Kubíčková,Ing. Gabriela Dlasková
Bc. Pavel David,Význam PPP projektů v neziskovém sektoru,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Hana Vávrová,Ing. Miroslav Červenka
Bc. Borys Dehtyarenko,Hodnocení výkonnosti firmy Spedition Feico  s.r.o.,Řízení podniku a podnikové finance,Ing.,2011,0,Ing. Dana Kubíčková,Mgr. Jiří Amler
Bc. Iveta Demianová,Corporate Governance - principy řízení a správy akciové společnosti a jejich uplatnění v České republice,Finance a finanční služby,Ing.,2011,1,doc. Ing. Antonín Kubíček,Ing. Vladimír Ezr
Bc. Lenka Demlová,Neziskové organizace zaměřené na seniory,Marketingová komunikace,Ing.,2011,1,PhDr. Iva Petrová,doc. Dr. Zdeněk Cecava
Bc. Jan Denkstein,Marketingová strategie společnosti OKI se zaměřením na distribuci jejich produktů v České republice,Marketingová komunikace,Ing.,2011,1,PhDr. Iva Petrová,PhDr. Marek Matějka
Bc. Katja Deskovska,Mezinárodní veletrhy jako součást marketingové komunikace,Marketingová komunikace,Ing.,2011,1,prof. PhDr. Dušan Pavlů,PhDr. Adolf Vodrážka
Bc. Jiří Ditrich,Dopady ekonomické krize na český polygrafický trh,Řízení podniku a podnikové finance,Ing.,2011,1,doc. Ing. Jan Vlachý,Ing. Mgr. Jaromír Tichý
Bc. Michal Dlabola,Formy projevu a důsledky současné finanční krize pro vývoj hypotečních trhů v ČR,Finance a finanční služby,Ing.,2011,1,doc. Ing. Vladislav Pavlát,Ing. Vladimír Ezr
Bc. Markéta Dlouhá,Segmentace trhu a analýza chování zákazníků jako předpoklad úspěšného umístění produktu konkrétního podnikatelského subjektu,Marketingová komunikace,Ing.,2011,1,Ing. Miloslav Vaňák,Mgr. Evžen Staněk
Bc. Eva Dlugošová,Role společnosti Skládka Tušimice a.s. při řešení problémů obcí v oblasti odpadového hospodářství,Veřejná správa,Ing.,2011,1,PaedDr. Václav Netolický,Ing. Jitka Veselá
Bc. Pavel Dobišar,Policista  strážník a pracovník soukromé bezpečnostní služby - srovnání jejich povinností a oprávnění,Veřejná správa,Ing.,2011,1,JUDr. Miloslav Šiler,Mgr. et Bc. Patrik Frk
Bc. Jana Dobřichovská  DiS.,Proces budování značky,Marketingová komunikace,Ing.,2011,1,Ing. Naděžda Petrů,JUDr. Petr Majerik
Bc. Jiří Doležal,Vývoj československé veřejné správy v exilu 1939 - 1945,Veřejná správa,Ing.,2011,1,PaedDr. Václav Netolický,prof. PhDr. Vladimír Čechák
Bc. Jitka Doležalová,Analýza procesu hodnocení zaměstnanců a zvyšování jejich výkonnosti,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Jiří Stýblo,doc. Ing. Jaroslav Blaha
Bc. Petr Domin,Formy odpovědnossti za porušování pravidel hospodářské soutěže,Řízení podniku a podnikové finance,Ing.,2011,1,Mgr. Eva Vetýšková,Ing. Mgr. Jaromír Tichý
Bc. Lucie Dostálová,Použití soukromého práva ve veřejné správě,Veřejná správa,Ing.,2011,1,JUDr. Eva Kadlecová,JUDr. Stanislav Sviták
Bc. Jiří Doubek,Současná finanční krize - důvody  stav a možnosti překonání,Finance a finanční služby,Ing.,2011,1,doc. Ing. Antonín Kubíček,doc. Ing. Vladislav Pavlát
Bc. Zuzana Drašnarová,Měření a hodnocení finanční stability a výkonnosti firmy,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Dana Kubíčková,Ing. Gabriela Dlasková
Bc. Kristýna Drbohlavová,Spoluúčast pacientů při čerpání zdravotní péče,Veřejná správa,Ing.,2011,1,Ing. Jan Mertl,prof. Ing. Jaroslav Vostatek
Bc. Radim Drešer,Ocenění podniku DE-SO s.r.o,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Jan Cedl,Ing. Stanislav Hájek
Bc. Jana Dudarcová,Strategie privátní značky,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Naděžda Petrů,Ing. Mgr. Alena Mastantuono
Bc. Andrea Dudová,Podniková kultura,Řízení podniku a podnikové finance,Ing.,2011,0,doc. Ing. Hana Jírová,Ing. Vilém Kunz
Bc. Jakub Dufek,Současný politický extremismus - názorové proudy extrémní pravice v České republice,Veřejná správa,Ing.,2011,1,Mgr. Jan Charvát,Mgr. Aleš Balcar
Bc. Lucie Ducháčková,Marketing sportu,Marketingová komunikace,Ing.,2011,1,prof. PhDr. Dušan Pavlů,JUDr. Petr Majerik
Bc. Petra Duchoslavová,Marketing cílený na děti,Marketingová komunikace,Ing.,2011,1,Ing. Martina Sedláková,Ing. Lenka Vrbová
Bc. Stanislava Ďurďáková,Společenská odpovědnost obchodních řetězců,Marketingová komunikace,Ing.,2011,1,Ing. Vilém Kunz,Ing. Lenka Sedláčková
Bc. Alexandr Dušek,IAS/IFRS pro MSP a jejich aplikace v českých podmínkách,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Dana Kubíčková,doc. Ing. Pavel Schránil
Bc. Iveta Dušková,Zákon o stabilizaci veřejných rozpočtů a jeho dopad na veřejné finance,Veřejná správa,Ing.,2011,1,Mgr. Milan Anderle,JUDr. Radim Pastrňák
Bc. Michaela Dvorská,Analýza nástrojů marketingové komunikace v regionu Chomutovsko,Marketingová komunikace,Ing.,2011,1,Ing. Kateřina Tomšíková,Ing. Karel Müller
Bc. Jaroslav Dvořák,CSR jako nová forma marketingové komunikace,Marketingová komunikace,Ing.,2011,1,Ing. Vilém Kunz,Ing. Lenka Sedláčková
Bc. Petra Dvořáková,Vývoj účetnictví a daňové soustavy v období 1945-1989,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Dana Kubíčková,PhDr. Stanislav Zeman
Bc. Miroslav Dykas,Podstata event marketingu a jeho využití v marketingové komunikaci,Marketingová komunikace,Ing.,2011,1,doc. Ing. Anna Klosová,Ing. Lenka Sedláčková
Bc. Viktória Dziaková,Zahraniční rozvojová spolupráce České republiky,Veřejná správa,Ing.,2011,1,PaedDr. Václav Netolický,PhDr. Marie Hamplová
Bc. Soňa Elznicová,Roční finanční plán společnosti Philips Česká republika  s.r.o.,Řízení podniku a podnikové finance,Ing.,2011,1,Dr. Stanislav Mareš,Ing. Jarmila Ircingová
Bc. Silvia Falatová,Marketingová zákaznická segmentace banky,Marketingová komunikace,Ing.,2011,1,doc. Ing. Milan Kašík,Ing. Naděžda Petrů
Bc. Jaroslav Farkač,Proces vzniku a rozvoje EFT - jeho hodnocení a možná predikce,Finance a finanční služby,Ing.,2011,1,doc. Ing. Antonín Kubíček,Ing. Vladimír Ezr
Bc. Kseniya Fedoryna,Komerční komunikační chování v době krize,Marketingová komunikace,Ing.,2011,1,prof. PhDr. Dušan Pavlů,JUDr. Petr Majerik
Bc. Vít Fiala,Vliv interentu na tisková média,Marketingová komunikace,Ing.,2011,1,doc. Ing. Milan Kašík,JUDr. Petr Majerik
Bc. Eva Filipová  DiS.,Fúze a akvizice a jejich specifika a význam pro současnou etapu vývoje finančních trhů,Finance a finanční služby,Ing.,2011,1,doc. Ing. Antonín Kubíček,doc. Ing. Lubomír Civín
Bc. Jiří Fišer,Analýza stavu zvolené daně (v časovém úseku 10let),Řízení podniku a podnikové finance,Ing.,2011,1,RNDr. Václav Vohánka,Ing. Jitka Hašková
Bc. Kamila Fišerová,Rozbor cílových skupin a efektivnosti jejich oslovení vybraným médiem,Marketingová komunikace,Ing.,2011,1,doc. Ing. Milan Kašík,Ing. Naděžda Petrů
Bc. Jiří Formánek,Primární marketingový výzkum a jeho konkrétní použití ve zvoleném podnikatelském subjektu,Řízení podniku a podnikové finance,Ing.,2011,1,PhDr. Miloslav Kafka,Ing. Jindřich Chaloupka
Bc. Tereza Fořtová,Právo na zaměstnání  a sociální ochrana v nezaměstnanosti,Veřejná správa,Ing.,2011,1,JUDr. Eva Dandová,Ing. Jan Mertl
Bc. Eliška Francánová,Analýza řízení pohledávek,Řízení podniku a podnikové finance,Ing.,2011,1,doc. RNDr. Jiří Souček,Jaromír Stemberg
Bc. Zdeněk Franta,Dramaturgie a výroba PR videa jako marketingové opory (projekt zpravodajského videa VŠFS),Marketingová komunikace,Ing.,2011,1,PhDr. Pavel Čírtek,PhDr. Slavomír Paravičiny
Bc. Petr Fráz,Inovace jako nástroj k zajištění výkonnosti a vyšší ekonomické účinnosti podniku,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Václav Leinweber,Ing. Tomáš Cvek
Bc. Vilém Frček  DiS.,Image Armády České republiky,Marketingová komunikace,Ing.,2011,1,PhDr. Adolf Vodrážka,Mgr. Miloslava Kykalová
Bc. Petr Fried,Muslimská identita a její dopady na výkon správy vybraných zemí multikulturní Evropy,Veřejná správa,Ing.,2011,1,prof. PhDr. Eduard Gombár,PhDr. Ivan Antov
Bc. Kateřina Friede,Rozbor image vybrané firmy,Marketingová komunikace,Ing.,2011,1,Mgr. Michal Tomčík,Ing. Kateřina Tomšíková
Bc. Markéta Frýdlová,Konsolidovaná účetní závěrka,Řízení podniku a podnikové finance,Ing.,2011,1,doc. Ing. Pavel Schránil,Ing. Jaroslav Veselka
Bc. Marcel Fučík,Projektový management stavebně-technologických celků,Řízení podniku a podnikové finance,Ing.,2011,1,PhDr. Marek Matějka,doc. Ing. Endre Tóth
Bc. Hana Gajdošíková,Finanční analýza podniku a mezipodnikové srovnání,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Miroslav Tomášek,Ing. Ivana Turková
Kateryna Gal,Nástroje situační analýzy a popis marketingového prostředí podniku,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Naděžda Petrů,Ing. Pavel Babka
Bc. Jakub Gášek,Fungování zdravotnického zařízení v podmínkách reforem zdravotnictví,Řízení podniku a podnikové finance,Ing.,2011,1,doc. Radim Valenčík,PhDr. Rafik Bedretdinov
Bc. Martin Gazdík,Navrhněte marketingový komunikační mix (kampaň) pro vybrané produkty,Řízení podniku a podnikové finance,Ing.,2011,1,doc. Ing. Milan Kašík,Ing. Naděžda Petrů
Bc. Miroslav Gažovič,Outsourcing C-dílů jako cesta optimalizace nákladů dodavatelského řetězce,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Filip Tůma,doc. Ing. Jan Vlachý
Bc. Tereza Gergelová,Personální marketing (analýza období 3 let vybraného podniku),Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Jiří Zahrádka,PaedDr. Václav Netolický
Nadezda Golodukhina,Financování vysokoškolského vzděloávání v České Republice,Řízení podniku a podnikové finance,Ing.,2011,1,doc. Radim Valenčík,PhDr. Rafik Bedretdinov
Bc. Natálie Golovanova,Pojistné podvody  jejich analýza a možnosti odhalování,Pojišťovnictví,Ing.,2011,1,Dr. Milan Hradec,Ing. Jiří Cita
Bc. Pavel Golovko,Projektové financování a jeho rizika,Řízení podniku a podnikové finance,Ing.,2011,1,Ing. Zdeněk Bezděka,Ing. Ladislav Hříbal
Bc. Tomáš Golský,Tvorba image nekomerční organizace,Marketingová komunikace,Ing.,2011,1,prof. PhDr. Dušan Pavlů,Ing. Naděžda Petrů
